Date_Time,Date,Tweets
2019-03-16 16:55:18,2019-03-16,@freedoms411 @tam8ta @lord_curzon Boeing $BA cares a LOT!!!!! It's killing their stock price and executive bonuses.… https://t.co/B1jz3Lc3iy
2019-03-16 16:56:09,2019-03-16,Boeing $BA cares a LOT!!!!! Dangerous 737 software is killing their stock price and executive bonuses.… https://t.co/F0SbirnT1O
2019-03-16 16:56:09,2019-03-16,Boeing $BA cares a LOT!!!!! Dangerous 737 software is killing their stock price and executive bonuses.… https://t.co/F0SbirnT1O
2019-03-16 16:57:35,2019-03-16,@tam8ta @lord_curzon WRONG!!!! Boeing $BA cares a LOT!!!!! Dangerous software killing their stock price and executi… https://t.co/pUlJlWJeVu
2019-03-16 16:57:35,2019-03-16,@tam8ta @lord_curzon WRONG!!!! Boeing $BA cares a LOT!!!!! Dangerous software killing their stock price and executi… https://t.co/pUlJlWJeVu
2019-03-16 17:00:49,2019-03-16,@lord_curzon Kind Sir: Boeing $BA execs will fix muy pronto since it's killing their stock price and executive bonu… https://t.co/12C2If8UGY
2019-03-16 17:00:49,2019-03-16,@lord_curzon Kind Sir: Boeing $BA execs will fix muy pronto since it's killing their stock price and executive bonu… https://t.co/12C2If8UGY
2019-03-16 17:00:51,2019-03-16,Rwwm Decreased Microsoft $MSFT Position by $17.67 Million; Shares Rose; Int'l Business Machines $IBM Holder Saratog… https://t.co/eqeAsm6Vv7
2019-03-16 17:00:51,2019-03-16,Rwwm Decreased Microsoft $MSFT Position by $17.67 Million; Shares Rose; Int'l Business Machines $IBM Holder Saratog… https://t.co/eqeAsm6Vv7
2019-03-16 17:04:27,2019-03-16,@tipirneni Sri Suresh: why say this? very low self-esteem. There are many Indian billionaires profiting from… https://t.co/Q0R5EYyxtq
2019-03-16 17:04:27,2019-03-16,@tipirneni Sri Suresh: why say this? very low self-esteem. There are many Indian billionaires profiting from… https://t.co/Q0R5EYyxtq
2019-03-16 17:15:17,2019-03-16,4 of 5 $MSFT $NKE $PFE $PG $TRV $UNH light colored arrows are confirmation or add signals. See 5/5 https://t.co/BAJAnAGCtF
2019-03-16 17:15:17,2019-03-16,4 of 5 $MSFT $NKE $PFE $PG $TRV $UNH light colored arrows are confirmation or add signals. See 5/5 https://t.co/BAJAnAGCtF
2019-03-16 17:57:27,2019-03-16,"Weekly Sample Portfolio Update - Week 11 — Steemit https://t.co/PmLvjNV2ww

$SPX $AAPL $NFLX $AMZN $TSLA $VIX $FB… https://t.co/APPDNrnBSu"
2019-03-16 17:57:27,2019-03-16,"Weekly Sample Portfolio Update - Week 11 — Steemit https://t.co/PmLvjNV2ww

$SPX $AAPL $NFLX $AMZN $TSLA $VIX $FB… https://t.co/APPDNrnBSu"
2019-03-16 18:00:00,2019-03-16,Piper Jaffray analyst Michael Olson said he sees significant changes to the video #game sector with the rise of… https://t.co/TQ5xCLoOsh
2019-03-16 18:00:00,2019-03-16,Piper Jaffray analyst Michael Olson said he sees significant changes to the video #game sector with the rise of… https://t.co/TQ5xCLoOsh
2019-03-16 18:41:22,2019-03-16,$MSFT shows you the power of a leader that retests weekly tend line and holds to the price. This was an entry taken… https://t.co/8CzuDpO1iA
2019-03-16 18:41:22,2019-03-16,$MSFT shows you the power of a leader that retests weekly tend line and holds to the price. This was an entry taken… https://t.co/8CzuDpO1iA
2019-03-16 18:43:49,2019-03-16,"Buy or sell.

$MSFT $CSCO $XLK https://t.co/owypcdwhj4"
2019-03-16 18:43:49,2019-03-16,"Buy or sell.

$MSFT $CSCO $XLK https://t.co/owypcdwhj4"
2019-03-16 19:01:07,2019-03-16,"Ok twitter this was fun. Taking my new car out for a spin, see you Sunday evening...

$SPX $GLD $MSFT https://t.co/DMdg4R9pDl"
2019-03-16 19:01:07,2019-03-16,"Ok twitter this was fun. Taking my new car out for a spin, see you Sunday evening...

$SPX $GLD $MSFT https://t.co/DMdg4R9pDl"
2019-03-16 19:01:44,2019-03-16,"@yuriymatso There won’t be buybacks in the billions from the likes of $AAPL, $BA, $MSFT, etc next week."
2019-03-16 19:01:44,2019-03-16,"@yuriymatso There won’t be buybacks in the billions from the likes of $AAPL, $BA, $MSFT, etc next week."
2019-03-16 19:21:15,2019-03-16,"@tam8ta @lord_curzon I've dealt w/ these parasites all my life; you're really going low, insulting zombies. Pray fo… https://t.co/cUy6lpzi34"
2019-03-16 19:21:15,2019-03-16,"@tam8ta @lord_curzon I've dealt w/ these parasites all my life; you're really going low, insulting zombies. Pray fo… https://t.co/cUy6lpzi34"
2019-03-16 19:24:49,2019-03-16,Please pray for Boeing $BA executives as their stock crashes and exec bonus vanish. Ditto Human Traffickers #H1B +… https://t.co/ir6EiSAEtX
2019-03-16 19:24:49,2019-03-16,Please pray for Boeing $BA executives as their stock crashes and exec bonus vanish. Ditto Human Traffickers #H1B +… https://t.co/ir6EiSAEtX
2019-03-16 19:30:22,2019-03-16,"As Microsoft $MSFT Share Value Rose, Main Street Research Trimmed Stake by $1.06 Million; Johnston Asset Management… https://t.co/hYlinnrrxa"
2019-03-16 19:30:22,2019-03-16,"As Microsoft $MSFT Share Value Rose, Main Street Research Trimmed Stake by $1.06 Million; Johnston Asset Management… https://t.co/hYlinnrrxa"
2019-03-16 19:36:00,2019-03-16,@jordannovet @evleaks Go $MSFT @imrvshah @achal_velani
2019-03-16 19:36:00,2019-03-16,@jordannovet @evleaks Go $MSFT @imrvshah @achal_velani
2019-03-16 19:49:19,2019-03-16,"@topperwhopper Yup, especially software. Top leaders in $XLK include $MSFT, $V, $MA, $CSCO, $CRM, $PYPL, $ADP, $INTU, &amp; $ADI."
2019-03-16 19:49:19,2019-03-16,"@topperwhopper Yup, especially software. Top leaders in $XLK include $MSFT, $V, $MA, $CSCO, $CRM, $PYPL, $ADP, $INTU, &amp; $ADI."
2019-03-16 20:02:48,2019-03-16,#BuybackBlackout 3 Tech Companies That Are Spending Billions to Buy Back Their Own Stock $AAPL $MSFT $MU… https://t.co/WIm43HWEHT
2019-03-16 20:02:48,2019-03-16,#BuybackBlackout 3 Tech Companies That Are Spending Billions to Buy Back Their Own Stock $AAPL $MSFT $MU… https://t.co/WIm43HWEHT
2019-03-16 20:28:35,2019-03-16,"""HAPPY ST. PATRICKS DAY""

$spy $spx $aapl $fb $tsla $c $amzn $nflx $googl $dia $indu $dia $qqq $ndx $iwm $eem $jpm… https://t.co/hzteh5J2aE"
2019-03-16 20:28:35,2019-03-16,"""HAPPY ST. PATRICKS DAY""

$spy $spx $aapl $fb $tsla $c $amzn $nflx $googl $dia $indu $dia $qqq $ndx $iwm $eem $jpm… https://t.co/hzteh5J2aE"
2019-03-16 20:31:13,2019-03-16,BOEING $BA DESI nameless shill @USChamber @Boeing has a LOL! for dead passengers &amp; crew from #DangerousSoftware pro… https://t.co/LLhihUWdsi
2019-03-16 20:31:13,2019-03-16,BOEING $BA DESI nameless shill @USChamber @Boeing has a LOL! for dead passengers &amp; crew from #DangerousSoftware pro… https://t.co/LLhihUWdsi
2019-03-16 20:38:14,2019-03-16,"I give you my 12 Monster #Stock Market #Predictions for The Week of March 18 which include #Amazon, #Microsoft,… https://t.co/w4YL9heEsr"
2019-03-16 20:38:14,2019-03-16,"I give you my 12 Monster #Stock Market #Predictions for The Week of March 18 which include #Amazon, #Microsoft,… https://t.co/w4YL9heEsr"
2019-03-16 20:57:37,2019-03-16,Macguire Cheswick &amp; Tuttle Investment Counsel Has Upped Its Microsoft $MSFT Stake by $5.63 Million as Market Valuat… https://t.co/Ms02wVUpdP
2019-03-16 20:57:37,2019-03-16,Macguire Cheswick &amp; Tuttle Investment Counsel Has Upped Its Microsoft $MSFT Stake by $5.63 Million as Market Valuat… https://t.co/Ms02wVUpdP
2019-03-16 21:01:23,2019-03-16,Microsoft $MSFT Holding Lifted by Buckingham Asset Management Llc; Majedie Asset Management LTD Decreased Mosaic Co… https://t.co/k5sHskExEc
2019-03-16 21:01:23,2019-03-16,Microsoft $MSFT Holding Lifted by Buckingham Asset Management Llc; Majedie Asset Management LTD Decreased Mosaic Co… https://t.co/k5sHskExEc
2019-03-16 21:07:01,2019-03-16,"https://t.co/4zo41aTRGV
https://t.co/ORyaydg1Bv

$SPX $AAPL $NFLX $AMZN $TSLA $VIX $FB $MSFT $SPY $NDX $IWM $TSLA… https://t.co/Co9TZDYTt6"
2019-03-16 21:07:01,2019-03-16,"https://t.co/4zo41aTRGV
https://t.co/ORyaydg1Bv

$SPX $AAPL $NFLX $AMZN $TSLA $VIX $FB $MSFT $SPY $NDX $IWM $TSLA… https://t.co/Co9TZDYTt6"
2019-03-16 21:12:30,2019-03-16,$MSFT New all-time high. Mega cap stock that looks very constructive. https://t.co/UaGK0h3fKl
2019-03-16 21:12:30,2019-03-16,$MSFT New all-time high. Mega cap stock that looks very constructive. https://t.co/UaGK0h3fKl
2019-03-16 21:18:12,2019-03-16,"@TallCraig_85 Why don’t I add a few too:

$MSFT acquires $OSS.v
$FME.DE acquires $CTSO
$XOM acquires $VLE.TO"
2019-03-16 21:18:12,2019-03-16,"@TallCraig_85 Why don’t I add a few too:

$MSFT acquires $OSS.v
$FME.DE acquires $CTSO
$XOM acquires $VLE.TO"
2019-03-16 21:29:34,2019-03-16,"$MSFT High flow of calls seen on _3/15/19. Looking at $125 next. __ 
https://t.co/tv5OPHKB7s 
 #tech $DJIA $SPY… https://t.co/uuAqolTqnW"
2019-03-16 21:29:34,2019-03-16,"$MSFT High flow of calls seen on _3/15/19. Looking at $125 next. __ 
https://t.co/tv5OPHKB7s 
 #tech $DJIA $SPY… https://t.co/uuAqolTqnW"
2019-03-16 21:31:46,2019-03-16,"$AMZN $CEO $MSFT In picking Microsoft's cloud, Volkswagen shows that even carmakers have some fear of Amazon https://t.co/oOuQjx6032"
2019-03-16 21:31:46,2019-03-16,"$AMZN $CEO $MSFT In picking Microsoft's cloud, Volkswagen shows that even carmakers have some fear of Amazon https://t.co/oOuQjx6032"
2019-03-16 21:44:09,2019-03-16,"Stock Update: Microsoft | $MSFT closed at $115.91 Friday. What big tech companies are you invested in?

$MSFT $AAPL… https://t.co/YfZJtY7FLq"
2019-03-16 21:44:09,2019-03-16,"Stock Update: Microsoft | $MSFT closed at $115.91 Friday. What big tech companies are you invested in?

$MSFT $AAPL… https://t.co/YfZJtY7FLq"
2019-03-16 22:15:57,2019-03-16,QuantAlphaMR trading system https://t.co/At7uqUR02k #quant #alpha #trading $BAX $UNH $MSFT $TXN $AMAT
2019-03-16 22:15:57,2019-03-16,QuantAlphaMR trading system https://t.co/At7uqUR02k #quant #alpha #trading $BAX $UNH $MSFT $TXN $AMAT
2019-03-16 22:37:47,2019-03-16,12 Monster Stock Market Predictions Week Of March 18 $AMD $AMZN $CSCO $MSFT $MU $NFLX $QCOM $SPY $FB $GOOGL $JD $IQ https://t.co/uFPzrZreFl
2019-03-16 22:37:47,2019-03-16,12 Monster Stock Market Predictions Week Of March 18 $AMD $AMZN $CSCO $MSFT $MU $NFLX $QCOM $SPY $FB $GOOGL $JD $IQ https://t.co/uFPzrZreFl
2019-03-16 22:38:03,2019-03-16,"$AAPL $MSFT:

Battle of Dividends: Apple vs. Microsoft:

https://t.co/ZRUddVedDP"
2019-03-16 22:38:03,2019-03-16,"$AAPL $MSFT:

Battle of Dividends: Apple vs. Microsoft:

https://t.co/ZRUddVedDP"
2019-03-16 22:47:53,2019-03-16,I ended my week still on a high in the #stock market. Fri was crazy w/mercury in retro things moved backwards I put… https://t.co/a3jq2940N8
2019-03-16 22:47:53,2019-03-16,I ended my week still on a high in the #stock market. Fri was crazy w/mercury in retro things moved backwards I put… https://t.co/a3jq2940N8
2019-03-16 22:51:56,2019-03-16,"FRAUDSTERS Ignore Until They No Longer Can! 
$aapl $amzn $agn $brk $bhc $crm $twtr $ba $ko $iep $ibm $pep $mnk… https://t.co/Ii4pthLHd2"
2019-03-16 22:51:56,2019-03-16,"FRAUDSTERS Ignore Until They No Longer Can! 
$aapl $amzn $agn $brk $bhc $crm $twtr $ba $ko $iep $ibm $pep $mnk… https://t.co/Ii4pthLHd2"
2019-03-16 22:59:16,2019-03-16,Microsoft $MSFT Research Coverage Started at Mizuho https://t.co/LBqNAazu8x
2019-03-16 22:59:16,2019-03-16,Microsoft $MSFT Research Coverage Started at Mizuho https://t.co/LBqNAazu8x
2019-03-16 23:02:30,2019-03-16,Microsoft $MSFT Research Coverage Started at Mizuho https://t.co/wCIFgtOJbS
2019-03-16 23:02:30,2019-03-16,Microsoft $MSFT Research Coverage Started at Mizuho https://t.co/wCIFgtOJbS
2019-03-17 00:22:13,2019-03-17,$MSFT $AAPL $AMZN $GOOGL $GOOG $BRK.B $BRK.A $BABA $FB $JNJ $JPM $XOM $V $BAC $WMT $RDS.A $RDS.B $PG $INTC $VZ $UNH… https://t.co/bWI8uMVA4r
2019-03-17 00:22:13,2019-03-17,$MSFT $AAPL $AMZN $GOOGL $GOOG $BRK.B $BRK.A $BABA $FB $JNJ $JPM $XOM $V $BAC $WMT $RDS.A $RDS.B $PG $INTC $VZ $UNH… https://t.co/bWI8uMVA4r
2019-03-17 01:12:22,2019-03-17,Battle of Dividends: Apple vs. Microsoft $AAPL $MSFT https://t.co/ZlbLhg3OAp
2019-03-17 01:12:22,2019-03-17,Battle of Dividends: Apple vs. Microsoft $AAPL $MSFT https://t.co/ZlbLhg3OAp
2019-03-17 01:12:45,2019-03-17,$MSFT https://t.co/mucOrOxJWG
2019-03-17 01:12:45,2019-03-17,$MSFT https://t.co/mucOrOxJWG
2019-03-17 01:25:04,2019-03-17,"With past performance like this, how can you not sign up for a Free 7-day trial to https://t.co/LlefjubiXh? Winning… https://t.co/NtPg1MT4NU"
2019-03-17 01:25:04,2019-03-17,"With past performance like this, how can you not sign up for a Free 7-day trial to https://t.co/LlefjubiXh? Winning… https://t.co/NtPg1MT4NU"
2019-03-17 01:27:51,2019-03-17,#Semiconductors: #Beware The #Fadeaway $AAPL $AMD $AVGO $FDN $IBM $INTC $IYW $MLNX $MSFT $MU $NVDA $NXPI $QCOM $QQQ… https://t.co/bRUvAk82tV
2019-03-17 01:27:51,2019-03-17,#Semiconductors: #Beware The #Fadeaway $AAPL $AMD $AVGO $FDN $IBM $INTC $IYW $MLNX $MSFT $MU $NVDA $NXPI $QCOM $QQQ… https://t.co/bRUvAk82tV
2019-03-17 01:29:56,2019-03-17,"$AMZN, $MSFT, $NYT, $JNJ - VOICE Summit 2019     https://t.co/Air3rmpmRv"
2019-03-17 01:29:56,2019-03-17,"$AMZN, $MSFT, $NYT, $JNJ - VOICE Summit 2019     https://t.co/Air3rmpmRv"
2019-03-17 01:39:14,2019-03-17,$MSFT Max Pain is 111.00 for maturity 03/22/2019. #maxpain #options https://t.co/VvoaAlrnpk https://t.co/DKZp9Uxypj
2019-03-17 01:39:14,2019-03-17,$MSFT Max Pain is 111.00 for maturity 03/22/2019. #maxpain #options https://t.co/VvoaAlrnpk https://t.co/DKZp9Uxypj
2019-03-17 02:38:37,2019-03-17,"Microsoft-Foxconn Royalty Fight is a Blast From the Past
Microsoft has largely moved away from these kinds of intel… https://t.co/OfZ07PIxEo"
2019-03-17 02:38:37,2019-03-17,"Microsoft-Foxconn Royalty Fight is a Blast From the Past
Microsoft has largely moved away from these kinds of intel… https://t.co/OfZ07PIxEo"
2019-03-17 02:58:19,2019-03-17,$SNAP $NVDA $ULTA $AVGO $AAPL $ATVI $QCOM $USX $AMZN $MSFT $VALE $QQQ $GE $GOOG $FDX $GOOGL $JPM $NFLX $BRK.B… https://t.co/LMsbGRrCTT
2019-03-17 02:58:19,2019-03-17,$SNAP $NVDA $ULTA $AVGO $AAPL $ATVI $QCOM $USX $AMZN $MSFT $VALE $QQQ $GE $GOOG $FDX $GOOGL $JPM $NFLX $BRK.B… https://t.co/LMsbGRrCTT
2019-03-17 03:51:51,2019-03-17,"$MSFT Microsoft Corporation https://t.co/CpxhpEsNoH

Support      115.29   115.00   114.75   114.62   113.75   112.… https://t.co/MPOvlEkzxt"
2019-03-17 03:51:51,2019-03-17,"$MSFT Microsoft Corporation https://t.co/CpxhpEsNoH

Support      115.29   115.00   114.75   114.62   113.75   112.… https://t.co/MPOvlEkzxt"
2019-03-17 05:10:30,2019-03-17,https://t.co/pHaxeGAEQg 16 hour swing trading education for free.! $BP $MSFT $AAPL
2019-03-17 05:10:30,2019-03-17,https://t.co/pHaxeGAEQg 16 hour swing trading education for free.! $BP $MSFT $AAPL
2019-03-17 06:02:34,2019-03-17,"Microsoft - $MSFT

__ QUOTE
$MSFT was UP _ on Fri Mar 15
Closed at 115.91 USD for a 1.15% gain from previous close
__… https://t.co/yRM5OeDr5C"
2019-03-17 06:02:34,2019-03-17,"Microsoft - $MSFT

__ QUOTE
$MSFT was UP _ on Fri Mar 15
Closed at 115.91 USD for a 1.15% gain from previous close
__… https://t.co/yRM5OeDr5C"
2019-03-17 06:15:57,2019-03-17,Mega cap stock and option trading model subscriptions available at Profectus Systems $MSFT $AMZN $GOOGL $AAPL $FB $XOM $JNJ $BABA $GE $T
2019-03-17 06:15:57,2019-03-17,Mega cap stock and option trading model subscriptions available at Profectus Systems $MSFT $AMZN $GOOGL $AAPL $FB $XOM $JNJ $BABA $GE $T
2019-03-17 06:25:08,2019-03-17,If I had a 25-30 year timeline. What 2 company’s do I buy and then live my life? $TSLA $WEED $AAPL $FORD $MSFT. And so many more !
2019-03-17 06:25:08,2019-03-17,If I had a 25-30 year timeline. What 2 company’s do I buy and then live my life? $TSLA $WEED $AAPL $FORD $MSFT. And so many more !
2019-03-17 06:47:49,2019-03-17,BREAKING BOEING $BA #Boeing round up the usual suspects of China hacks thru Made in India #Cloud aka India Sweatsho… https://t.co/r5qudrQ2LI
2019-03-17 06:47:49,2019-03-17,BREAKING BOEING $BA #Boeing round up the usual suspects of China hacks thru Made in India #Cloud aka India Sweatsho… https://t.co/r5qudrQ2LI
2019-03-17 07:27:01,2019-03-17,"Microsoft | $MSFT

MSFT - 4H inside bar break strategy should be considered

Long or short it on WCX:… https://t.co/9DLaZ6S0CG"
2019-03-17 07:27:01,2019-03-17,"Microsoft | $MSFT

MSFT - 4H inside bar break strategy should be considered

Long or short it on WCX:… https://t.co/9DLaZ6S0CG"
2019-03-17 07:29:46,2019-03-17,"$DPW 125,080,765 to approximately 6,254,038. The Reverse Split became effective on March 14, 2019 It dropped over a… https://t.co/inl95SDCTe"
2019-03-17 07:29:46,2019-03-17,"$DPW 125,080,765 to approximately 6,254,038. The Reverse Split became effective on March 14, 2019 It dropped over a… https://t.co/inl95SDCTe"
